sys_id,sys_code,main_id,ids,otype_txt,otype_shortname,otype_longname,otypes,Average of ra,Average of dec,Average of dist
1542,,L  125-51                   ,APMPM J0211-6314|GJ  3141|L  125-51|LHS  1351|LTT  1137|[RHG95]   392|2MASS J02111797-6313413|UCAC3 54-4303|NLTT  7317|DENIS J021118.0-631341|DENIS J021118.1-631340|RAVE J021118.0-631341|PM 02102-6328|WISEA J021117.00-631344.5|Gaia DR2 4701057557644479232|UCAC4 134-001907|PM J02113-6313                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,PM*    ,PM*          ,High proper-motion Star        ,PM*|*  |IR |PM*|PM*                                                                    ,32.82520943,-63.22803616,14.8269
1543,,LP  278-42                  ,LSPM J1751+3749|UCAC2  45017397|LP  278-42|NLTT 45598|2MASS J17513557+3749347|USNO-B1.0 1278-00347088|WISEA J175135.47+374938.9|Gaia DR2 4609151442264875648                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,PM*    ,PM*          ,High proper-motion Star        ,PM*|*  |IR |PM*|PM*                                                                    ,267.8981483,37.826466,14.834
1544,,HD 218511                   ,Gaia DR1 6391176731067540096|CD-68  2331|CPC 21  5233|CPD-68  3561|GEN# +1.00218511|GJ  1279|HD 218511|HIC 114361|HIP 114361|LTT  9379|NLTT 55957|PPM 366273|SAO 255417|UGP 596|2MASS J23094094-6743581|1RXS J230940.1-674355|TYC 9338-287-1|WISEA J230940.36-674400.2|Gaia DR2 6391176735363140480                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,PM*    ,PM*          ,High proper-motion Star        ,PM*|*  |IR |X  |PM*|*                                                                  ,347.420629,-67.73282261,14.8377
1545,,L  358-24                   ,RAVE J230335.6-465047|UPM J2303-4650|SCR J2303-4650|2MASS J23033561-4650470|UCAC4 216-197283|UCAC3 87-430245|L  358-24|NLTT 55680|DENIS J230335.6-465047|Gaia DR2 6539544319023472000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,**     ,**           ,Double or multiple star        ,*  |PM*|PM*|IR                                                                         ,345.8983478,-46.84638736,14.8459
1546,,V* CM Dra                   ,2XMM J163419.5+570950|CABS 134|SBC9 912|LSPM J1634+5709|USNO-B1.0 1471-00307615|2MASS J16342040+5709439|1RXH J163421.2+570941|CCABS 108|CCDM J16343+5710A|CSI+57-16335  1|G 225-67|G 226-16|GEN# +9.80225067|GJ   630.1 A|IDS 16326+5721 A|LHS   421|LP  101-15|NLTT 43148|PM 16335+5715|SBC7   580|USNO 168|V* CM Dra|[GKL99] 324|[RHG95]  2616|[ZEH2003] RX J1634.3+5709  1|1RXS J163421.2+570933|RX J1634.3+5709|WDS J16345+5709A|GJ   630.1 C|[DCO2008] T-Dra0-01363|2MASS J16342041+5709489|** LDS 1436A|PMSC 16325+5721A|PMSC 16325+5721Aab|WISEA J163418.88+570956.9|StKM 2-1258|PM J16343+5709|WEB 13722|Gaia DR2 1431176943768690816                                                                                                                                                                                                                                                                                                                                                                                                                                   ,BY*    ,BY*          ,Variable of BY Dra type        ,Fl*|V* |SB*|BY*|*  |PM*|EB*|X  |IR |PM*|EB*|** |PM*|PM*|*  |*                          ,248.584708,57.16232376,14.85
1547,,G 190-28                    ,Karmn J23293+414N|GJ  4337|NLTT 57018|2MASS J23292346+4128068|USNO-B1.0 1314-00494980|IDS 23246+4055 A|CCDM J23294+4128A|LSPM J2329+4128|2RE J2329+412|2RE J232922+412844|G 190-28|USNO 781|[GKL99] 445|[RHG95]  3699|PLX 5688.02|1ES 2326+41.1|1RXS J232922.4+412758|2EUVE J2329+41.4|EUVE J2329+41.4|WDS J23294+4128A|TYC 3238-286-1|UCAC3 263-252382|** GIC  193A|WISEA J232923.88+412806.4|UCAC4 658-115862|PM J23293+4128|Gaia DR2 1923896725839633024                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,Fl*    ,Fl*          ,Flare Star                     ,** |Fl*|UV |X  |*  |PM*|IR |PM*|X  |PM*|PM*                                            ,352.3478107,41.46853694,14.85795
1548,,WG  39                      ,NLTT 52493|UCAC4 195-196627|BPM 27606|CCDM J21577-5100B|CD-51 13128B|CSI-51 13128 22|GEN# +9.86283007|GJ   841 B|IDS 21511-5128 B|L  283-7|LTT  8768|WD 2153-512|WD 2153-51|WD 2154-512|WD 2154-511|WG  39|2MASS J21573835-5100313|WDS J21577-5059B|** LDS  765|Gaia DR2 6558209044297239424                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,WD*    ,WD*          ,White Dwarf                    ,WD*|** |*  |PM*|IR |PM*                                                                ,329.4098198,-51.00875616,14.8692
1549,,2MASS J15402966-2613422     ,2MASS J15402966-2613422|SIPS J1540-2613|WISEA J154028.73-261354.6|Gaia DR2 6234648404610590208                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,PM*    ,PM*          ,High proper-motion Star        ,PM*|IR |PM*|*                                                                          ,235.1233803,-26.22859736,14.8713
1550,,L  119-213                  ,TOI 136|TIC 410153553|NLTT 54534|L  119-213|LEHPM 5027|LHS  3844|2MASS J22415815-6910089|WISEA J224158.77-691015.9|Gaia DR2 6385548541499112448                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,PM*    ,PM*          ,High proper-motion Star        ,PM*|*  |IR |PM*|PM*                                                                    ,340.4921556,-69.16897803,14.891
1551,,2MASS J23435046-7418485     ,WISEP J234351.20-741847.0|EQ J2343-7418|WISE J234351.20-741846.9|2MASS J23435046-7418485|WISEA J234351.28-741846.9                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,BD*    ,BD*          ,Brown Dwarf (M<0.08solMass)    ,IR |BD*|PM*                                                                            ,355.960273,-74.313484,14.9
1552,,G 196-3                     ,Karmn J10043+503|LSPM J1004+5023|ASCC  254852|USNO-B1.0 1403-00215124|1RXS J100421.0+502318|G 196-3|G 196-3A|GSC 03440-00013|NLTT 23293|RBS   824|[FS2003] 0542|2MASS J10042148+5023135|EUVE J1004+50.3|RX J1004.3+5023|[ZEH2003] RX J1004.3+5023  1|WDS J10044+5023A|** REB    1A|TYC 3440-13-1|[SLS2012] PYC J10043+5023|ASAS J100422+5023.1|PM J10043+5023|UCAC4 702-050054|Gaia DR2 824017070904063104                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,Ro*    ,Ro*          ,Rotationally variable Star     ,*  |PM*|X  |UV |IR |PM*|** |X  |Ro*|V* |PM*                                            ,151.0894287,50.387052,14.9
1553,,WISE J001505.87-461517.6    ,WISE J001505.87-461517.6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,IR     ,IR           ,Infra-Red source               ,IR                                                                                     ,3.7744875,-46.25491111,14.9
1554,,HD  36705                   ,"2E  1290|2MASS J05284484-6526551|2MASSI J0528448-652655|2RE J052842-652633|2RE J0528-652|CAL 42|CCDM J05287-6527A|CD-65   332|CPC 21   995|CPD-65   475|CSI-65   475 41|GC  6821|GSC 08887-01611|HBC 435|HD  36705|HIC  25647|HIP  25647|IDS 05284-6532 A|IRAS 05285-6529|MSX LMC  548|PPM 354779|RBS   652|RE J052838-652710|RE J052843-652710|RE J0528-652|SAO 249286|SKY#  8755|TYC 8887-1611-1|V* AB Dor|[FS2003] 0276|[HP99]   122|[SHP2000] LMC 180|HD  36705A|1ES 0528-65.4|1RXS J052844.7-652700|2E 0528.6-6529|2EUVE J0528-65.4|EUVE J0528-65.4|RX J0528.7-6526|SSTISAGEMC J052844.85-652654.5|WHHW 0528.6-6529|XMMU J052844.9-652656|WDS J05287-6527A|ASAS J052845-6526.9|LI-LMC 1117|** CLO   10A|** RST  137A|** SHY   27A|WDS J05287-6527Aa,Ab|2XMM J052844.7-652654|Gaia DR1 4660766258998862592|uvby98 100036705|GEN# +1.00036705|Gaia DR2 4660766641264343680                                                                                                                                                                                                   ",TT*    ,TT*          ,T Tau-type Star                ,V* |Em*|Ro*|IR |UV |X  |PM*|** |V* |TT*|X  |X  |X  |X  |X  |X  |X  |X  |X  |X  |X  |*  ,82.18704847,-65.44869162,14.9
1555,,CD-26 16501                 ,2MASS J23101566-2555530|PLX 5608.1|CD-26 16501|G 275-13|GJ   891|HIC 114411|HIP 114411|L  647-32|LFT 1765|LHS  3904|LPM 854|LTT  9390|NLTT 56010|PM 23075-2612|TYC 6975-1195-1|[RHG95]  3645|PLX 5608.10|WISEA J231016.30-255552.2|UCAC4 321-233082|PM J23102-2555|Gaia DR1 2379962599871451264|GALEX 6388085766648501377|Gaia DR2 2379962604166006016                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,PM*    ,PM*          ,High proper-motion Star        ,PM*|*  |IR |PM*|PM*|UV |UV                                                             ,347.5656011,-25.93130674,14.9043
1556,,Ross 1041                   ,LSPM J1454+3532|NLTT 38758|2MASS J14542790+3532569|USNO-B1.0 1255-00221964|G 178-55|GJ  3873|LFT 1158|LHS  2998|LTT 14424|Ross 1041|[RHG95]  2359|PLX 3372.02|WISEA J145428.03+353248.1|UCAC4 628-050062|PM J14544+3532|GALEX 6374786121243558795|Gaia DR2 1293234723208262144                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,PM*    ,PM*          ,High proper-motion Star        ,PM*|*  |IR |PM*|PM*|PM*|UV |UV                                                         ,223.6162808,35.54916708,14.9093
1557,,G 139-27                    ,LSPM J1716+0803|ASCC 1056007|UCAC2  34673890|USNO-B1.0 0980-00337450|G 139-27|GEN# +9.80139027|GJ  2128|HIC  84521|HIP  84521|L 1133-21|LP  567-20|LTT 15114|NLTT 44494|[RHG95]  2730|2MASS J17164097+0803302|TYC  978-1169-1|WISEA J171640.79+080329.4|UCAC4 491-070089|PM J17166+0803|Gaia DR1 4395113392038461312|GALEX 6375560118375811498|Gaia DR2 4395113392038461312                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,PM*    ,PM*          ,High proper-motion Star        ,PM*|*  |IR |PM*|PM*|PM*|UV |UV                                                         ,259.1707541,8.058390017,14.91
1558,,OGLE BLG-ECL-314964         ,Gaia DR2 4050322939468372864|OGLE BLG197.2 160084|OGLE BLG520.14  93868|OGLE BLG-ECL-314964                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,EB*    ,EB*          ,Eclipsing binary               ,                                                                                         ,271.7881832,-29.49584446,14.9113
1559,,HD  36705B                  ,"CCDM J05287-6527B|CPD-65   475B|CSI-65   475 42|HBC 434|IDS 05284-6532 B|WDS J05287-6527Ba,Bb|HD  36705B|** RST  137B|2MASS J05284446-6526463|WDS J05287-6527B|NAME AB Dor B|DENIS J052844.4-652647|** CLO   10B|Gaia DR2 4660766641264343552                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ",**     ,**           ,Double or multiple star        ,Em*|*  |PM*|IR |**                                                                     ,82.18534722,-65.44612065,14.9191
1560,,HD  43162B                  ,2MASS J06134539-2352077|1RXS J061345.1-235205|HD  43162B|UCAC3 133-25520|UCAC4 331-011246|WISE J061345.36-235206.3|** JNN   50|** SKF   58B|WDS J06138-2352B|WDS J06137-2352AB|DENIS J061345.3-235207|2XMMi J061345.3-235206|Gaia DR2 2913411178852136960                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,**     ,**           ,Double or multiple star        ,X  |IR |*  |*  |** |*                                                                  ,93.43923765,-23.86873185,14.9225
1561,,*  20 LMi                   ,PLX 2366|*  20 LMi|LSPM J1001+3155|ASCC  583749|2MASS J10010072+3155262|USNO-B1.0 1219-00195929|AG+32  990|BD+32  1964|Ci 20  559|FK5 1258|GC 13763|GCRV  6376|GEN# +1.00086728|GJ   376|HD  86728|HIC  49081|HIP  49081|HR  3951|IRAS 09581+3209|LFT  692|LHS  2216|LTT 12671|N30 2391|NLTT 23166|PMC 90-93   862|PPM  74920|ROT  1524|SAO  61808|SKY# 19300|SPOCS  436|SRS  31258|TD1 14478|TYC 2503-1516-1|UBV    9350|UBV M  15879|uvby98 100086728|PLX 2366.00|GJ   376 A|WDS J10010+3155A|CCDM J10010+3155A|IDS 09553+3225 A|** RAG    7A|WISEA J100100.21+315520.6|WEB  9100|Gaia DR2 746545172372256384                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,PM*    ,PM*          ,High proper-motion Star        ,PM*|UV |IR |*  |PM*|** |PM*|*                                                          ,150.2527366,31.92367135,14.9263
1562,,LP  299-36                  ,LSPM J0314+2840|2MASS J03141241+2840411|USNO-B1.0 1186-00038037|GJ  3208|LHS  1516|LP  299-36|NLTT 10277|[RHG95]   576|WISEA J031412.71+284031.7|Gaia DR2 121843656638575872                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,PM*    ,PM*          ,High proper-motion Star        ,*  |PM*|IR |PM*                                                                        ,48.55195225,28.67765485,14.9266
1563,,LP  449-10                  ,Karmn J18068+177|LSPM J1806+1720|UCAC2  37922659|USNO-B1.0 1073-00366519|LP  449-10|NLTT 45958|2MASS J18064856+1720472|WISEA J180648.57+172048.9|UCAC4 537-069633|PM J18068+1720|Gaia DR2 4502369583096912896                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,PM*    ,PM*          ,High proper-motion Star        ,PM*|*  |IR |PM*|PM*|*                                                                  ,271.7023468,17.34643719,14.9275
1564,,G  46-2                     ,Karmn J08428+095|ASCC 1035486|LSPM J0842+0933E|USNO-B1.0 0995-00180876|CSI+10  1857  3|Ci 20  485|G  52-28|G  46-2|GEN# +0.01001857C|GJ   319 C|HIC  42762|HIP  42762|IDS 08373+0956 C|LFT  602|LHS  2043|LTT 12266|NLTT 20092|PM 08402+0944|VVO 190|[RHG95]  1363|2MASS J08425223+0933111|WDS J08427+0935C|TYC  810-1030-1|GSC 00810-01030|PMSC 08373+0956C|AKARI-IRC-V1 J0842522+093308|WISE J084252.38+093304.9|WISEA J084252.38+093304.6|UCAC4 498-053048|PM J08428+0933|Gaia DR1 598180642438136704|Gaia DR2 598180646733241216                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,PM*    ,PM*          ,High proper-motion Star        ,** |IR |PM*|PM*|PM*|PM*|*                                                              ,130.7176191,9.553104266,14.93
1565,,Ross  513                   ,PLX 3520|LSPM J1535+1742|UCAC2  38085228|USNO-B1.0 1077-00312341|CCDM J15353+1743A|CSI+17-15331  1|Ci 20  937|G 137-26|GEN# +9.80137026|GJ   589 A|HIC  76316|HIP  76316|IDS 15309+1803 A|LFT 1210|LHS   399|LTT 14632|NLTT 40631|Ross  513|USNO 162|[RHG95]  2453|2MASS J15352059+1742470|WDS J15354+1743A|** LDS  977A|WISEA J153519.64+174245.2|UCAC3 216-125002|PM J15353+1742|UCAC4 539-055914|Gaia DR2 1209281375431039104                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,PM*    ,PM*          ,High proper-motion Star        ,PM*|** |IR |PM*|PM*|PM*|*                                                              ,233.8355054,17.71302257,14.9335
1566,,NAME ER 8                   ,Gaia DR2 6085402414245451520|GJ  3770|NAME ER 8|WD 1310-472|PLX 3016.01|2MASS J13125624-4728082|DENIS J131257.2-472807                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,WD*    ,WD*          ,White Dwarf                    ,WD*|*  |IR |WD*                                                                        ,198.2353009,-47.46886437,14.95
1567,,* alf Crv                   ,PLX 2796|* alf Crv|*   1 Crv|2E  2594|CD-24 10174|CMC  308764|CMC  180505|CPD-24  4786|GC 16586|GCRV  7276|GEN# +1.00105452|GJ   455.3|GJ  9389|HD 105452|HIC  59199|HIP  59199|HR  4623|IRAS 12058-2426|JP11  2172|PPM 259912|RBS  1069|ROT  1784|SAO 180505|SKY# 22786|TD1 16089|UBV   10894|UBV M  17786|YZ 114  9205|uvby98 100105452|2MASS J12082481-2443440|PLX 2796.00|1RXS J120824.6-244336|2E 1205.8-2427|TYC 6672-995-1|IRAS C12058-2426|NAME Alchiba|WEB 10532|Gaia DR2 3489338019474978176                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,PM*    ,PM*          ,High proper-motion Star        ,UV |IR |X  |*  |PM*                                                                    ,182.1034022,-24.7288751,14.9534
1568,,* b Aql                     ,PLX 4541|LSPM J1924+1156|ASCC  976604|USNO-B1.0 1019-00522349|*  31 Aql|* b Aql|AG+11 2263|BD+11  3833|CCDM J19249+1157A|CSI+11  3833  1|CSV 101833|Ci 20 1152|FK5 1503|GC 26809|GCRV 11861|GEN# +1.00182572|GJ   759|HD 182572|HIC  95447|HIP  95447|HR  7373|IDS 19202+1143 A|IRAS 19226+1150|LFT 1477|LHS  3463|LTT 15668|N30 4300|NLTT 47763|NSV 11994|PM 19226+1150|PMC 90-93  1065|PPM 136256|ROT  2792|SAO 104807|SKY# 36130|SPOCS  840|SRS  31503|TD1 24621|TYC 1063-519-1|UBV M  23748|UBV   16443|YZ  11  7220|[B10]  4950|[GS83]  99|2MASS J19245822+1156401|PLX 4541.00|WDS J19250+1157A|WEB 16687|Gaia DR2 4315804351350378496                                                                                                                                                                                                                                                                                                                                                                                                                                     ,PM*    ,PM*          ,High proper-motion Star        ,PM*|V* |** |UV |IR |*  |Ro*                                                            ,291.242501,11.94441175,14.9593
1569,,Wolf 1014                   ,PLX 5373|LSPM J2212+0833|ASCC 1088279|2MASS J22123595+0833110|USNO-B1.0 0985-00617987|CSI-08-22101|Ci 20 1346|G  18-36|GEN# +9.80018036|HIC 109638|HIP 109638|LFT 1693|LHS  3773|LTT 16502|NLTT 53205|PM 22101+0819|UBV M  42747|Wolf 1014|PLX 5373.00|TYC 1136-1198-1|GJ  9773|[RHG95]  3487|WISEA J221236.02+083304.4|UCAC4 493-148357|PM J22125+0833|Gaia DR1 2723557784528599936|GALEX 6376404551893779418|Gaia DR2 2723557788822526720                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,PM*    ,PM*          ,High proper-motion Star        ,PM*|*  |IR |PM*|PM*|UV |UV                                                             ,333.1497682,8.553222069,14.96
1570,,BD+48  1829                 ,TYC 3437-85-1|PLX 2370.1|LSPM J1002+4805|ASCC  327190|2MASS J10022184+4805209|USNO-B1.0 1380-00252535|BD+48  1829|G 146-6|G 195-54|GCRV 61040|GEN# +0.04801829|GJ   378|HIC  49189|HIP  49189|L 1687-13|LFT  695|LHS   278|LTT 12682|MCC 562|NLTT 23220|PM 09592+4821|Zkh 136|[RHG95]  1575|PLX 2370.10|WISEA J100221.10+480504.5|StKM 2-605|UCAC4 691-049924|PM J10023+4805|WEB  9109|Gaia DR2 823228721066990720                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,PM*    ,PM*          ,High proper-motion Star        ,*  |*  |PM*|IR |PM*|PM*                                                                ,150.5906319,48.08880199,14.9609
1571,,Ross  513B                  ,LSPM J1535+1743|UCAC2  38085227|2MASS J15352039+1743045|USNO-B1.0 1077-00312339|CCDM J15353+1743B|CSI+17-15331  2|G 137-25|GEN# +9.80137025|GJ   589 B|IDS 15309+1803 B|L 1272-21|LFT 1211|LHS   400|LP  443-20|LTT 14633|NLTT 40630|PM 15331+1753|Ross  513B|USNO 161|[RHG95]  2454|WDS J15354+1743B|** LDS  977B|WISEA J153519.45+174302.6|UCAC3 216-125001|Gaia DR2 1209281444150517120                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,PM*    ,PM*          ,High proper-motion Star        ,PM*|** |*  |IR |PM*|PM*|PM*                                                            ,233.8347102,17.7178929,14.9609
1572,,BD+40   883                 ,AC +39  1214-608|PLX 5043|SBC9 2460|SBC9 1280|LSPM J2100+4004|ASCC  437669|UCAC2  45881296|2MASS J21000529+4004136|USNO-B1.0 1300-00411936|2EUVE J2100+40.0|2RE J210005+400518|2RE J2100+400|AC +39  1214|BD+40   883|CABS 178|CCABS 143|CSI+39-20581  1|Ci 20 1250|EUVE J2100+40.0|EUVE J2059+40.0|Furuhjelm    I-54|Furuhjelm  III-54|G 212-13|G 210-48|GAT  582|GCRV 13193|GJ   815|HIC 103655|HIP 103655|LFT 1591|LHS  3609|LTT 16143|MCC 200|NLTT 50315|RE J210006+400505|RE J2100+400|V* V1396 Cyg|[FS2003] 1097|[GKL99] 397|[GKL99] 396|[KW97] 53-57|[RHG95]  3278|p. MC 728-16|WDS J21000+4004AB|** KUI  103|** KPR  103|CCDM J21001+4004AB|IDS 20562+3941 AB|PMSC 20562+3941|WISEA J210005.95+400409.9|Gaia DR2 1873073175244118784|UCAC4 651-096567|WEB 18863                                                                                                                                                                                                                                                                                                         ,SB*    ,SB*          ,Spectroscopic binary           ,Fl*|Em*|V* |SB*|X  |UV |BY*|IR |Fl*|PM*|*  |** |** |PM*|PM*|PM*|*                      ,315.0224542,40.07019,14.9688
1573,,EGGR 374                    ,PM J18303+5447|LSPM J1830+5447|NLTT 46621|USNO-B1.0 1447-00273269|2MASS J18302027+5447272|EGGR 374|G 227-35|GEN# +9.80227035|GJ  1228|USNO 555|WD 1829+54|WD 1829+547|PLX 4267.01|Gaia DR2 2150504594853811456                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,WD*    ,WD*          ,White Dwarf                    ,WD*|IR |*  |PM*|PM*                                                                    ,277.5844634,54.79089138,14.97
1574,,G 149-94                    ,LSPM J1330+1909|NLTT 34320|2MASS J13303106+1909340|USNO-B1.0 1091-00213415|G 149-94|GEN# +9.80149094|GJ  1171|LHS   355|PM 13281+1926|UBV M  53813|USNO 146|[RHG95]  2126|PLX 3084.01|WISEA J133030.68+190920.4|Gaia DR2 3746973763029907328                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,PM*    ,PM*          ,High proper-motion Star        ,PM*|*  |IR |PM*|PM*                                                                    ,202.6294307,19.15945982,14.9806
1575,,L  229-91                   ,PM 04077-5332|PM J04092-5322|2MASS J04091567-5322254|PLX  924|CSI-53-04079|Ci 20  284|GJ   163|HIC  19394|HIP  19394|L  229-91|LEHPM 3661|LFT  332|LHS   188|LPM 178|LTT  1881|NLTT 12693|[RHG95]   730|PLX  924.00|TYC 8502-1934-1|Gaia DR2 4780294722094459904|WISEA J040916.89-532219.2|GCRV 26226|UCAC4 184-003776|Gaia DR1 4780294683438958976                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,PM*    ,PM*          ,High proper-motion Star        ,PM*|*  |IR |PM*|PM*|PM*                                                                ,62.31528537,-53.37369158,14.99
1576,,L  356-105                  ,PLX 5416.1|CSI-48-22219|L  356-105|LFT 1714|LHS  3804|LPM 830|LTT  9012|NLTT 53760|PM 22220-4808|2MASS J22250500-4752461|[RHG95]  3522|GJ  9780|PLX 5416.10|WISEA J222505.59-475253.6|Gaia DR2 6518076320126449280|UCAC4 211-190610|PM J22250-4752|GALEX 6384989551570456748                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,PM*    ,PM*          ,High proper-motion Star        ,PM*|*  |IR |PM*|PM*|UV |UV                                                             ,336.2711455,-47.87968618,14.9921
1577,,G 268-38                    ,2MASS J00445930-1516166|G 270-58|G 268-38|GJ  3053|LHS  1140|NLTT  2465|WT 1138|[RHG95]   142|Gaia DR2 2371032916186181760|WISEA J004459.56-151623.9|UCAC4 374-000830|PM J00449-1516                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,PM*    ,PM*          ,High proper-motion Star        ,PM*|*  |IR |PM*|PM*|PM*                                                                ,11.24721458,-15.27153976,14.9926
1578,,HD   4391                   ,2MASS J00454561-4733072|CCDM J00458-4733A|CD-48   176|CPC  0   342|CPD-48    82|CSI-48   176 21|GC   920|GCRV 50675|GEN# +1.00004391J|GJ  1021|HD   4391|HIC   3583|HIP   3583|HR   209|IDS 00411-4806 A|IRAS 00434-4749|NLTT  2525|PPM 305219|RBS   108|SAO 215232|SKY#  1185|UBV     631|UBV M   7633|[AOP94]  3|PLX  146.01|1RXS J004545.4-473301|WDS J00458-4733A|TYC 8034-1159-1|uvby98 100004391|WEB   633|Gaia DR2 4975284381907834880                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,EB*    ,EB*          ,Eclipsing binary               ,** |EB*|IR |PM*|X  |PM*|*                                                              ,11.43997069,-47.55198514,14.9939
